t_rel,phase,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,ang_cmd_0,ang_cmd_1,ang_cmd_2,ang_cmd_3,ang_cmd_4,ang_cmd_5,ang_cmd_6,ang_cmd_7,ang_cmd_8,ang_cmd_9,ang_cmd_10,ang_cmd_11,ang_cmd_12,ang_cmd_13,ang_cmd_14,ang_cmd_15,ang_act_0,ang_act_1,ang_act_2,ang_act_3,ang_act_4,ang_act_5,ang_act_6,ang_act_7,ang_act_8,ang_act_9,ang_act_10,ang_act_11,ang_act_12,ang_act_13,ang_act_14,ang_act_15
0.04366302490234375,init_open,-1,-1,-1,-1,-1,-1,-1,81.12,245.65,17.75,23.03,106.35,170.77,30.85,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2245,1891,3409,850,2985,1642,1251,853,230,1057,3043,2288,2000,2004,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,34.06,47.74,5.26,-166.12,-92.81,-34.64,-22.73,61.23,-124.61,-303.93,181.13,-150.40,20.80,0.62,80.53
0.17740559577941895,init_open,-1,-1,-1,-1,-1,-1,-1,81.04,245.65,17.84,22.85,106.35,170.68,30.85,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2244,1891,3409,850,2985,1642,1250,853,230,1057,3043,2288,2000,1987,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,34.06,47.84,5.26,-166.12,-92.81,-34.64,-22.73,61.27,-124.61,-303.93,181.13,-150.40,20.80,0.62,78.27
0.31272435188293457,init_open,-1,-1,-1,-1,-1,-1,-1,81.12,245.65,17.84,22.76,106.35,170.77,30.94,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2864,2245,1891,3409,850,2985,1642,1250,853,230,1057,3042,2288,2000,1966,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.06,47.74,5.26,-166.12,-92.81,-34.64,-22.73,61.27,-124.61,-303.93,181.13,-150.31,20.80,0.62,75.47
0.44748735427856445,init_open,-1,-1,-1,-1,-1,-1,-1,81.12,245.65,17.84,22.32,106.35,170.68,30.94,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2864,2245,1890,3409,851,2985,1642,1250,853,230,1057,3043,2288,2000,1944,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.06,47.74,5.29,-166.12,-92.72,-34.64,-22.73,61.27,-124.61,-303.93,181.13,-150.40,20.80,0.62,72.53
0.5826594829559326,init_open,-1,-1,-1,-1,-1,-1,-1,81.04,245.57,17.84,22.15,106.35,170.77,30.94,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2864,2245,1890,3409,851,2985,1642,1250,853,230,1057,3042,2288,2000,1925,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.06,47.74,5.29,-166.12,-92.72,-34.64,-22.73,61.27,-124.61,-303.93,181.13,-150.31,20.80,0.62,70.00
0.7177715301513672,init_open,-1,-1,-1,-1,-1,-1,-1,81.12,245.57,17.75,22.41,106.35,170.68,30.94,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2865,2245,1890,3408,851,2985,1642,1249,853,230,1057,3042,2288,2000,1905,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.12,47.74,5.29,-165.97,-92.72,-34.64,-22.73,61.32,-124.61,-303.93,181.13,-150.31,20.80,0.62,67.33
0.8526656627655029,init_open,-1,-1,-1,-1,-1,-1,-1,81.21,245.57,17.75,22.41,106.26,170.77,30.85,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2865,2245,1891,3408,851,2985,1642,1249,853,230,1057,3042,2288,2000,1879,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.12,47.74,5.26,-165.97,-92.72,-34.64,-22.73,61.32,-124.61,-303.93,181.13,-150.31,20.80,0.62,63.87
0.9877564907073975,init_open,-1,-1,-1,-1,-1,-1,-1,81.30,245.57,17.84,22.59,106.35,170.77,30.76,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2865,2245,1891,3408,851,2985,1642,1249,854,230,1057,3042,2288,2000,1858,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.12,47.74,5.26,-165.97,-92.72,-34.64,-22.73,61.32,-124.52,-303.93,181.13,-150.31,20.80,0.62,61.07
1.1228644847869873,init_open,-1,-1,-1,-1,-1,-1,-1,81.30,245.57,17.75,23.55,106.35,170.68,30.85,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2865,2246,1890,3408,850,2985,1642,1249,854,230,1057,3042,2288,2000,1851,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.12,47.65,5.29,-165.97,-92.81,-34.64,-22.73,61.32,-124.52,-303.93,181.13,-150.31,20.80,0.62,60.13
1.2577552795410156,init_open,-1,-1,-1,-1,-1,-1,-1,81.30,245.48,17.75,23.12,106.35,170.77,30.76,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2865,2247,1891,3408,850,2985,1642,1249,854,230,1057,3042,2288,2000,1851,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,34.12,47.55,5.26,-165.97,-92.81,-34.64,-22.73,61.32,-124.52,-303.93,181.13,-150.31,20.80,0.62,60.13
