t_rel,phase,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,ang_cmd_0,ang_cmd_1,ang_cmd_2,ang_cmd_3,ang_cmd_4,ang_cmd_5,ang_cmd_6,ang_cmd_7,ang_cmd_8,ang_cmd_9,ang_cmd_10,ang_cmd_11,ang_cmd_12,ang_cmd_13,ang_cmd_14,ang_cmd_15,ang_act_0,ang_act_1,ang_act_2,ang_act_3,ang_act_4,ang_act_5,ang_act_6,ang_act_7,ang_act_8,ang_act_9,ang_act_10,ang_act_11,ang_act_12,ang_act_13,ang_act_14,ang_act_15
0.032132863998413086,init_open,-1,-1,-1,-1,-1,-1,-1,96.06,240.82,8.70,23.12,107.67,170.07,56.07,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2948,2247,1850,3461,844,2986,1200,1250,1464,229,1060,3042,2288,2000,1987,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,39.00,47.55,6.47,-174.05,-93.33,-34.71,-43.53,61.27,-71.99,-304.06,180.00,-150.31,20.80,0.62,78.27
0.16628217697143555,init_open,-1,-1,-1,-1,-1,-1,-1,96.15,240.82,10.81,22.50,107.67,170.07,55.99,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2941,2247,1851,3458,844,2986,1229,1249,1423,229,1060,3042,2288,2000,1975,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,38.59,47.55,6.44,-173.59,-93.33,-34.71,-42.16,61.32,-75.52,-304.06,180.00,-150.31,20.80,0.62,76.67
0.30145788192749023,init_open,-1,-1,-1,-1,-1,-1,-1,95.36,241.00,15.38,25.75,107.58,170.07,56.07,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2930,2247,1859,3450,845,2986,1311,1250,1332,229,1060,3042,2288,2000,1956,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,37.94,47.55,6.21,-172.37,-93.24,-34.71,-38.31,61.27,-83.36,-304.06,180.00,-150.31,20.80,0.62,74.13
0.43626856803894043,init_open,-1,-1,-1,-1,-1,-1,-1,93.52,240.64,19.16,14.06,107.67,170.07,56.16,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3561,2918,2247,1864,3443,845,2986,1383,1250,1225,229,1060,3042,2288,2000,1934,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-15.06,37.24,47.55,6.06,-171.31,-93.24,-34.71,-34.92,61.27,-92.57,-304.06,180.00,-150.31,20.80,0.62,71.20
0.5715250968933105,init_open,-1,-1,-1,-1,-1,-1,-1,92.64,240.73,18.63,12.83,107.67,170.07,56.07,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2906,2247,1870,3434,846,2986,1440,1250,1149,229,1060,3042,2288,2000,1913,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,36.53,47.55,5.88,-169.93,-93.15,-34.71,-32.24,61.27,-99.12,-304.06,180.00,-150.31,20.80,0.62,68.40
0.7063031196594238,init_open,-1,-1,-1,-1,-1,-1,-1,93.08,240.64,18.46,11.43,107.58,170.07,56.07,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2894,2247,1878,3426,846,2986,1512,1250,1039,229,1060,3042,2288,2000,1892,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,35.82,47.55,5.65,-168.71,-93.15,-34.71,-28.85,61.27,-108.59,-304.06,180.00,-150.31,20.80,0.62,65.60
0.8413124084472656,init_open,-1,-1,-1,-1,-1,-1,-1,92.81,240.64,18.11,10.72,107.67,170.07,56.16,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2884,2247,1882,3417,847,2986,1575,1250,960,229,1060,3042,2288,2000,1873,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.94,35.24,47.55,5.53,-167.34,-93.07,-34.71,-25.88,61.27,-115.39,-304.06,180.00,-150.31,20.80,0.62,63.07
0.9762778282165527,init_open,-1,-1,-1,-1,-1,-1,-1,93.69,240.56,17.31,10.55,107.67,170.07,56.34,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3559,2877,2247,1889,3411,848,2986,1643,1249,855,229,1060,3042,2288,2000,1853,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.82,34.82,47.55,5.32,-166.42,-92.98,-34.71,-22.68,61.32,-124.43,-304.06,180.00,-150.31,20.80,0.62,60.40
1.1114206314086914,init_open,-1,-1,-1,-1,-1,-1,-1,91.93,240.56,17.31,11.34,107.67,170.07,56.34,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3559,2865,2247,1890,3409,849,2985,1646,1250,842,230,1060,3042,2288,2000,1851,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.82,34.12,47.55,5.29,-166.12,-92.89,-34.64,-22.54,61.27,-125.55,-303.93,180.00,-150.31,20.80,0.62,60.13
1.2464826107025146,init_open,-1,-1,-1,-1,-1,-1,-1,91.49,240.47,17.49,10.63,107.67,170.07,56.43,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3559,2865,2247,1891,3409,851,2985,1645,1249,842,230,1060,3042,2288,2000,1851,-14.82,34.06,47.55,5.26,-165.81,-92.89,-34.50,-22.78,61.32,-124.61,-303.93,180.00,-150.31,20.80,0.62,60.00,-14.82,34.12,47.55,5.26,-166.12,-92.72,-34.64,-22.59,61.32,-125.55,-303.93,180.00,-150.31,20.80,0.62,60.13
