timestamp,t_unix,t_rel,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,cmd_angle_0,cmd_angle_1,cmd_angle_2,cmd_angle_3,cmd_angle_4,cmd_angle_5,cmd_angle_6,cmd_angle_7,cmd_angle_8,cmd_angle_9,cmd_angle_10,cmd_angle_11,cmd_angle_12,cmd_angle_13,cmd_angle_14,cmd_angle_15,act_angle_0,act_angle_1,act_angle_2,act_angle_3,act_angle_4,act_angle_5,act_angle_6,act_angle_7,act_angle_8,act_angle_9,act_angle_10,act_angle_11,act_angle_12,act_angle_13,act_angle_14,act_angle_15,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6
2026-03-21T18:26:50.276,1774132010.2768285,0.0003669261932373047,3561,3069,2248,1791,3407,847,2384,1642,580,853,230,807,2593,2160,2000,1850,3561,3067,2248,1791,3407,848,2384,1642,579,853,230,807,2575,2158,2000,1850,-15.059760956175298,46.117647058823536,47.45515695067264,8.205882352941178,-165.81355932203388,-93.06632653061224,8.285714285714286,-22.729411764705883,85.68782344220709,-124.60710441334768,-303.93013100436684,274.875,-109.20770202020202,32.61538461538461,0.625,60.0,-15.059760956175298,46.0,47.45515695067264,8.205882352941178,-165.81355932203388,-92.9795918367347,8.285714285714286,-22.729411764705883,85.72023885390615,-124.60710441334768,-303.93013100436684,274.875,-107.55997474747474,32.8,0.625,60.0,-1,-1,-1,-1,-1,-1,-1,nan,nan,nan,76.46,99.32,174.11,52.12
2026-03-21T18:26:50.652,1774132010.6524718,0.3760101795196533,3560,3063,2247,1793,3407,847,2398,1644,596,853,230,821,2592,2172,2000,1850,3561,3069,2248,1791,3407,848,2384,1645,576,853,230,808,2584,2159,2000,1851,-15.054882510773234,45.81392557022809,47.45710167475064,8.145858343337336,-165.81355932203388,-93.06278633902541,7.24489795918365,-22.6343337334934,85.14793516153436,-124.52274774280002,-303.93013100436684,269.57142857142856,-109.20396567717995,31.47755102040817,0.625,60.13061224489797,-15.059760956175298,46.117647058823536,47.45515695067264,8.205882352941178,-165.81355932203388,-92.9795918367347,8.285714285714286,-22.58823529411765,85.81742819766438,-124.60710441334768,-303.93013100436684,274.5,-108.38383838383838,32.707692307692305,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,83.85,248.82,46.49,64.95,135.44,170.95,48.43
2026-03-21T18:26:50.774,1774132010.7740374,0.4975757598876953,3560,3051,2247,1799,3407,847,2442,1650,652,853,230,863,2646,2215,2000,1850,3561,3064,2247,1795,3407,849,2385,1648,595,853,230,827,2635,2176,2000,1850,-15.040247174567043,45.07923169267708,47.462935846984536,7.965786314525811,-165.81355932203388,-93.05216576426488,4.122448979591842,-22.349099639855947,83.31355180826519,-124.52802003470924,-303.93013100436684,253.66071428571428,-114.13593846629561,27.510204081632637,0.625,60.12244897959184,-15.059760956175298,45.82352941176471,47.550448430493276,8.088235294117647,-165.81355932203388,-92.89285714285714,8.214285714285715,-22.44705882352941,85.20044807522726,-124.60710441334768,-303.93013100436684,267.375,-113.05239898989898,31.138461538461538,0.625,60.0,-1,-1,-1,-1,-1,-1,-1,85.34,248.38,88.95,41.22,140.8,169.28,48.87
2026-03-21T18:26:50.859,1774132010.859012,0.5825502872467041,3560,3034,2247,1807,3407,847,2500,1658,726,853,230,920,2718,2272,2000,1850,3561,3043,2247,1806,3406,850,2402,1662,703,853,230,898,2731,2251,2000,1851,-15.020733392958785,44.0996398559424,47.47071474329642,7.7256902761104405,-165.81355932203388,-93.03800499791754,-0.040816326530602964,-21.968787515006007,80.81825308180362,-124.53504975725488,-303.93013100436684,232.44642857142856,-120.71190218511649,22.22040816326532,0.625,60.11156462585035,-15.059760956175298,44.588235294117645,47.550448430493276,7.764705882352941,-165.66101694915255,-92.8061224489796,7.0,-21.788235294117648,81.62560264193577,-124.60710441334768,-303.93013100436684,240.74999999999997,-121.84027777777777,24.215384615384615,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,85.52,248.47,88.95,41.04,140.8,169.28,48.69
2026-03-21T18:26:50.969,1774132010.9696631,0.6932015419006348,3560,3022,2247,1813,3407,847,2544,1664,782,853,230,962,2772,2315,2000,1850,3561,3024,2246,1811,3407,852,2453,1667,776,853,230,947,2783,2301,2000,1851,-15.006098056752593,43.36494597839133,47.47654891553036,7.545618247298922,-165.81355932203388,-93.02738442315703,-3.1632653061224447,-21.68355342136856,78.90746157161578,-124.54032204916415,-303.93013100436684,216.5357142857143,-125.64387497423209,18.253061224489826,0.625,60.1034013605442,-15.059760956175298,43.470588235294116,47.6457399103139,7.617647058823529,-165.81355932203388,-92.63265306122449,3.357142857142857,-21.55294117647059,79.1397891959644,-124.60710441334768,-303.93013100436684,222.375,-126.60037878787878,19.599999999999998,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,85.43,248.47,88.77,41.13,140.89,169.28,48.78
2026-03-21T18:26:51.084,1774132011.0848947,0.8084330558776855,3560,3005,2247,1821,3407,847,2602,1672,857,853,230,1019,2844,2372,2000,1850,3561,3009,2245,1819,3406,852,2510,1676,849,853,230,998,2854,2352,2000,1851,-14.986584275144336,42.38535414165667,47.48432781184219,7.305522208883545,-165.81355932203388,-93.01322365680966,-7.3265306122448886,-21.3032412965186,76.30369070384211,-124.54735177170976,-303.93013100436684,195.32142857142858,-132.219838693053,12.963265306122466,0.6250000000000142,60.09251700680273,-15.059760956175298,42.58823529411765,47.74103139013453,7.382352941176471,-165.66101694915255,-92.63265306122449,-0.7142857142857142,-21.129411764705885,76.59317028621474,-124.60710441334768,-303.93013100436684,203.25,-133.0997474747475,14.892307692307693,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,85.52,248.47,88.77,41.13,140.89,169.28,48.78
2026-03-21T18:26:51.190,1774132011.190142,0.9136803150177002,3560,2997,2247,1825,3407,847,2631,1676,894,853,230,1047,2880,2401,2000,1850,3561,3001,2244,1824,3406,852,2557,1677,852,853,230,1042,2874,2394,2000,1851,-14.97682738434021,41.89555822328933,47.488217259998144,7.185474189675869,-165.81355932203388,-93.00614327363598,-9.40816326530616,-21.11308523409363,74.9763789112266,-124.55086663298258,-303.93013100436684,184.71428571428567,-135.50782055246341,10.318367346938768,0.6250000000000142,60.08707482993198,-15.059760956175298,42.11764705882353,47.836322869955154,7.235294117647058,-165.66101694915255,-92.63265306122449,-4.071428571428571,-21.082352941176474,76.48714770021552,-124.60710441334768,-303.93013100436684,186.75000000000003,-134.93055555555554,11.015384615384615,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,85.52,248.47,88.59,40.87,137.37,169.37,49.04
2026-03-21T18:26:51.271,1774132011.271696,0.995234489440918,3560,2980,2247,1833,3407,847,2690,1684,968,853,230,1104,2952,2458,2000,1850,3559,2981,2244,1831,3407,852,2624,1687,969,853,230,1091,2967,2444,2000,1851,-14.957313602731897,40.91596638655462,47.49599615631007,6.945378151260511,-165.81355932203388,-92.99198250728864,-13.571428571428571,-20.732773109243702,72.26743298845737,-124.55789635552821,-303.93013100436684,163.5,-142.08378427128426,5.028571428571446,0.625,60.07619047619046,-14.820717131474103,40.94117647058823,47.836322869955154,7.029411764705882,-165.81355932203388,-92.63265306122449,-8.857142857142856,-20.611764705882354,72.26216237399348,-124.60710441334768,-303.93013100436684,168.375,-143.44381313131314,6.399999999999999,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,84.9,248.38,84.81,44.65,132.45,171.21,50.54
2026-03-21T18:26:51.383,1774132011.383574,1.1071124076843262,3559,2963,2247,1842,3407,848,2748,1692,1043,853,230,1160,3023,2516,2000,1850,3559,2965,2244,1841,3407,850,2697,1696,1061,853,230,1166,3046,2519,2000,1851,-14.937799821123642,39.93637454981993,47.503775052621954,6.705282112845138,-165.81355932203388,-92.97782174094128,-17.73469387755105,-20.35246098439375,69.48084832455167,-124.56492607807388,-303.93013100436684,142.28571428571425,-148.6597479901051,-0.2612244897959144,0.625,60.06530612244896,-14.820717131474103,40.0,47.836322869955154,6.735294117647059,-165.81355932203388,-92.8061224489796,-14.071428571428571,-20.188235294117646,68.80640249111656,-124.60710441334768,-303.93013100436684,140.25,-150.67550505050502,-0.5230769230769212,0.625,60.133333333333326,-1,-1,-1,-1,-1,-1,-1,84.55,248.55,82.0,45.7,128.23,172.88,51.77
2026-03-21T18:26:51.510,1774132011.5105627,1.2341010570526123,3559,2955,2247,1846,3407,848,2777,1696,1080,853,230,1188,3059,2544,2000,1850,3561,2962,2244,1843,3407,850,2741,1698,1063,853,230,1190,3056,2544,2000,1850,-14.928042930319513,39.446578631452596,47.50766450077785,6.585234093637449,-165.81355932203388,-92.9707413577676,-19.816326530612255,-20.162304921968783,68.05626948308421,-124.56844093934669,-303.93013100436684,131.6785714285715,-151.94772984951555,-2.9061224489795734,0.625,60.059863945578215,-15.059760956175298,39.8235294117647,47.836322869955154,6.676470588235295,-165.81355932203388,-92.8061224489796,-17.214285714285715,-20.094117647058823,68.72986227099511,-124.60710441334768,-303.93013100436684,131.25,-151.5909090909091,-2.830769230769228,0.625,60.0,-1,-1,-1,-1,-1,-1,-1,84.11,249.08,67.68,50.8,121.46,173.5,50.27
