t_rel,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6
36.25824522972107,-1,-1,-1,-1,-1,-1,-1,83.14,252.42,34.01,79.8,95.71,173.32,43.42
36.38728666305542,-1,-1,-1,-1,-1,-1,-1,83.23,252.42,34.89,78.57,96.06,173.32,43.51
36.51254153251648,-1,-1,-1,-1,-1,-1,-1,82.44,252.51,30.41,79.8,94.83,173.32,43.33
36.65664076805115,-1,-1,-1,-1,-1,-1,-1,82.97,252.33,29.71,80.42,94.48,173.23,43.15
36.80253219604492,-1,-1,-1,-1,-1,-1,-1,85.08,252.16,35.33,78.57,95.27,173.41,43.59
36.94861912727356,-1,-1,-1,-1,-1,-1,-1,85.17,252.25,33.66,78.84,95.8,173.32,43.59
37.105671405792236,-1,-1,-1,-1,-1,-1,-1,85.17,252.25,34.01,78.84,96.15,173.32,43.51
37.20105814933777,-1,-1,-1,-1,-1,-1,-1,85.17,252.16,34.19,78.75,96.15,173.32,43.42
37.343817472457886,-1,-1,-1,-1,-1,-1,-1,85.25,252.25,34.28,78.75,96.15,173.32,43.42
37.48974084854126,-1,-1,-1,-1,-1,-1,-1,84.73,252.16,36.3,79.01,101.07,173.58,43.15
37.599533557891846,-1,-1,-1,-1,-1,-1,-1,84.46,251.81,38.5,78.84,104.15,173.94,42.98
37.748151779174805,-1,-1,-1,-1,-1,-1,-1,84.73,251.37,46.58,76.9,112.94,173.85,42.01
37.87370419502258,-1,-1,-1,-1,-1,-1,-1,84.9,250.93,51.33,75.5,120.85,172.71,41.31
37.99904727935791,-1,-1,-1,-1,-1,-1,-1,85.25,249.7,58.71,72.6,127.79,170.24,43.86
38.142820596694946,-1,-1,-1,-1,-1,-1,-1,85.52,248.82,71.46,68.99,133.95,167.61,44.91
38.293707609176636,-1,-1,-1,-1,-1,-1,-1,86.04,248.29,88.42,62.4,143.26,159.08,46.05
38.415327310562134,-1,-1,-1,-1,-1,-1,-1,86.84,248.03,91.93,60.91,149.06,153.02,50.63
38.542555809020996,-1,-1,-1,-1,-1,-1,-1,87.54,247.68,89.38,60.29,155.13,150.56,54.4
38.67092776298523,-1,-1,-1,-1,-1,-1,-1,87.54,247.76,89.03,60.21,155.13,150.47,54.49
38.81540536880493,-1,-1,-1,-1,-1,-1,-1,87.54,247.68,89.12,60.21,155.13,150.47,54.49
38.96982169151306,-1,-1,-1,-1,-1,-1,-1,87.54,247.76,89.12,60.21,155.13,150.47,54.49
39.0875129699707,-1,-1,-1,-1,-1,-1,-1,87.28,247.59,89.74,60.47,155.21,150.38,59.24
39.21461296081543,-1,-1,-1,-1,-1,-1,-1,87.19,247.59,89.74,60.56,155.21,150.03,59.15
39.343278646469116,-1,-1,-1,-1,-1,-1,-1,87.19,247.59,89.74,60.56,155.21,150.12,58.97
39.49225449562073,-1,-1,-1,-1,-1,-1,-1,87.28,247.59,89.65,60.56,155.21,150.12,58.8
39.630533933639526,-1,-1,-1,-1,-1,-1,-1,87.36,247.59,90.09,60.47,155.65,150.73,54.49
39.782334089279175,-1,-1,-1,-1,-1,-1,-1,87.45,247.59,88.77,61.96,147.39,150.29,53.96
39.91144776344299,-1,-1,-1,-1,-1,-1,-1,86.57,247.68,93.25,63.02,134.82,157.15,49.39
40.04286789894104,-1,-1,-1,-1,-1,-1,-1,85.78,247.85,89.65,68.47,123.84,166.9,46.58
40.162501096725464,-1,-1,-1,-1,-1,-1,-1,84.64,248.47,80.95,71.89,119.36,168.57,45.7
40.30722761154175,-1,-1,-1,-1,-1,-1,-1,84.37,249.43,64.16,75.41,109.95,171.3,43.95
40.44757676124573,-1,-1,-1,-1,-1,-1,-1,84.46,251.1,46.41,79.63,104.33,172.71,44.65
40.58270716667175,-1,-1,-1,-1,-1,-1,-1,85.25,252.07,41.75,79.63,103.1,172.97,44.65
40.71218490600586,-1,-1,-1,-1,-1,-1,-1,85.78,252.42,35.95,79.01,102.22,173.23,44.82
40.85042381286621,-1,-1,-1,-1,-1,-1,-1,85.96,252.42,32.96,79.19,100.99,173.32,45.0
40.98118329048157,-1,-1,-1,-1,-1,-1,-1,85.78,252.42,35.42,78.4,100.81,173.32,45.09
41.12357449531555,-1,-1,-1,-1,-1,-1,-1,85.43,252.16,36.12,78.13,100.46,173.32,45.97
41.249183654785156,-1,-1,-1,-1,-1,-1,-1,85.25,252.16,35.24,78.31,100.37,173.41,45.79
41.377787590026855,-1,-1,-1,-1,-1,-1,-1,85.69,252.16,36.65,77.87,100.37,173.41,45.18
41.51929306983948,-1,-1,-1,-1,-1,-1,-1,86.31,252.07,34.8,78.05,100.72,173.76,44.38
41.649481534957886,-1,-1,-1,-1,-1,-1,-1,86.4,252.16,36.47,77.7,100.37,173.76,44.12
41.79607582092285,-1,-1,-1,-1,-1,-1,-1,86.75,252.16,35.6,78.05,100.46,173.67,44.21
41.929609298706055,-1,-1,-1,-1,-1,-1,-1,86.66,252.16,33.31,78.22,100.37,173.67,45.18
42.050392389297485,-1,-1,-1,-1,-1,-1,-1,86.31,252.16,33.66,78.05,100.2,173.58,45.35
42.199105978012085,-1,-1,-1,-1,-1,-1,-1,86.48,252.16,33.66,78.05,100.46,173.67,44.3
42.32456970214844,-1,-1,-1,-1,-1,-1,-1,86.84,252.16,33.57,78.05,100.46,173.67,44.47
42.47041726112366,-1,-1,-1,-1,-1,-1,-1,85.78,252.25,33.75,78.31,100.55,173.67,44.65
42.59152793884277,-1,-1,-1,-1,-1,-1,-1,84.55,251.89,37.53,78.22,105.12,174.2,42.98
42.74436616897583,-1,-1,-1,-1,-1,-1,-1,84.55,251.46,44.91,76.11,113.64,174.2,41.92
42.8700225353241,-1,-1,-1,-1,-1,-1,-1,84.46,250.75,51.59,74.53,121.38,172.62,41.04
43.01437449455261,-1,-1,-1,-1,-1,-1,-1,84.9,249.35,65.04,69.35,129.46,169.72,46.23
43.141571283340454,-1,-1,-1,-1,-1,-1,-1,84.81,248.73,74.53,66.71,135.79,166.11,43.59
43.28646492958069,-1,-1,-1,-1,-1,-1,-1,85.25,248.2,91.67,60.38,144.4,156.01,48.78
43.41261291503906,-1,-1,-1,-1,-1,-1,-1,85.43,247.85,92.37,60.12,149.5,153.54,50.63
43.541850090026855,-1,-1,-1,-1,-1,-1,-1,85.78,247.5,91.23,59.5,153.63,152.58,55.81
43.67976379394531,-1,-1,-1,-1,-1,-1,-1,85.78,247.5,91.05,59.5,153.63,152.58,55.46
43.819167137145996,-1,-1,-1,-1,-1,-1,-1,85.78,247.5,91.05,59.41,153.63,152.58,55.37
43.95716977119446,-1,-1,-1,-1,-1,-1,-1,85.69,247.5,91.05,59.41,153.63,152.58,55.11
44.105231285095215,-1,-1,-1,-1,-1,-1,-1,85.78,247.5,91.05,59.5,153.63,152.49,55.11
44.22329354286194,-1,-1,-1,-1,-1,-1,-1,85.78,247.5,91.05,59.41,153.63,152.49,55.02
44.355984926223755,-1,-1,-1,-1,-1,-1,-1,85.69,247.5,90.97,59.41,153.72,152.49,54.93
44.480334758758545,-1,-1,-1,-1,-1,-1,-1,85.69,247.5,90.97,59.41,153.72,152.49,54.93
44.63965344429016,-1,-1,-1,-1,-1,-1,-1,85.69,247.5,91.76,59.41,154.16,153.19,52.21
44.76769518852234,-1,-1,-1,-1,-1,-1,-1,85.96,247.15,93.96,59.41,154.34,153.11,51.77
44.91658902168274,-1,-1,-1,-1,-1,-1,-1,84.64,247.76,90.79,61.52,135.26,158.82,47.02
45.025829553604126,-1,-1,-1,-1,-1,-1,-1,84.73,248.12,86.92,67.06,126.12,165.23,45.26
45.167025566101074,-1,-1,-1,-1,-1,-1,-1,84.2,248.55,77.61,71.1,117.42,168.75,46.14
45.29558873176575,-1,-1,-1,-1,-1,-1,-1,83.5,249.52,61.88,75.23,111.01,170.95,45.79
45.444655418395996,-1,-1,-1,-1,-1,-1,-1,84.02,251.19,46.49,78.93,104.41,172.62,46.67
45.56704139709473,-1,-1,-1,-1,-1,-1,-1,85.69,252.25,40.69,79.1,101.51,173.23,47.37
45.69775986671448,-1,-1,-1,-1,-1,-1,-1,85.61,252.51,33.84,78.84,101.16,173.32,47.29
45.85069727897644,-1,-1,-1,-1,-1,-1,-1,85.17,252.42,34.01,78.4,100.99,173.41,47.11
45.97125220298767,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.93,78.4,100.9,173.41,47.11
46.115933895111084,-1,-1,-1,-1,-1,-1,-1,85.17,252.42,33.93,78.31,100.9,173.5,47.11
46.254762172698975,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.84,78.31,100.9,173.5,47.11
46.38478708267212,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.84,78.4,100.9,173.5,47.11
46.513030767440796,-1,-1,-1,-1,-1,-1,-1,85.08,252.42,33.75,78.31,100.9,173.5,47.11
46.64727282524109,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.66,78.4,100.81,173.5,47.11
46.798683166503906,-1,-1,-1,-1,-1,-1,-1,84.99,252.33,33.66,78.31,100.81,173.5,47.11
46.91658043861389,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.57,78.4,100.81,173.5,47.11
47.05439758300781,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,33.49,78.31,100.72,173.5,47.11
47.21902346611023,-1,-1,-1,-1,-1,-1,-1,84.99,252.42,32.43,78.31,100.63,173.5,47.11
47.329617738723755,-1,-1,-1,-1,-1,-1,-1,84.9,252.42,32.26,78.4,100.63,173.41,47.02
47.472596645355225,-1,-1,-1,-1,-1,-1,-1,83.14,252.07,34.54,78.49,103.71,173.94,43.77
47.58244585990906,-1,-1,-1,-1,-1,-1,-1,83.23,251.72,39.81,77.26,110.83,174.29,42.71
47.727710247039795,-1,-1,-1,-1,-1,-1,-1,83.14,251.1,47.81,75.23,117.86,173.41,42.01
47.860493183135986,-1,-1,-1,-1,-1,-1,-1,82.88,249.96,58.18,71.98,128.41,170.68,44.74
