Motor,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6
Motor_7,6.420000000000002,110.47999999999999,101.16,8.439999999999998,0.2600000000000051,0.0,0.0
Motor_8,0.0,0.4399999999999977,0.8800000000000026,2.549999999999997,0.269999999999996,0.07999999999998408,0.0
Motor_9,0.5300000000000011,15.72999999999999,22.240000000000002,13.27000000000001,0.269999999999996,0.07999999999998408,0.1700000000000017
Motor_12,0.0,0.07999999999998408,0.7000000000000028,1.6700000000000017,5.010000000000005,1.8500000000000227,20.04
Motor_13,0.18000000000000682,0.5199999999999818,0.5300000000000011,0.0,114.25,1.839999999999975,3.4200000000000017
Motor_14,2.280000000000001,0.5199999999999818,3.0799999999999983,0.0,2.280000000000001,9.839999999999975,1.5899999999999963
