t_rel,phase,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,expected_ang_cmd_7,expected_ang_cmd_7,expected_ang_cmd_8,expected_ang_cmd_9,expected_ang_cmd_12,expected_ang_cmd_13,expected_ang_cmd_14,expected_ang_act_7,expected_ang_act_7,expected_ang_act_8,expected_ang_act_9,expected_ang_act_12,expected_ang_act_13,expected_ang_act_14
0.012439966201782227,init_open,nan,nan,nan,nan,nan,168.40,28.39,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1891,3406,851,2415,1642,1249,850,230,1060,3042,2293,2000,1978,236.00,236.00,100.90,300.00,80.00,210.00,170.00,161.66,161.66,100.94,300.00,80.00,210.00,170.36
0.14526748657226562,init_open,92.02,235.55,42.54,290.83,102.39,168.40,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1891,3407,851,2432,1642,1249,850,230,1060,3042,2293,2000,1971,236.00,236.00,100.90,300.00,80.00,210.00,170.00,163.89,163.89,100.94,300.00,80.00,210.00,170.36
0.2800741195678711,init_open,92.02,237.92,34.45,290.83,102.30,168.40,28.39,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1891,3407,851,2495,1642,1249,850,230,1060,3042,2293,2000,1954,236.00,236.00,100.90,300.00,80.00,210.00,170.00,172.13,172.13,100.94,300.00,80.00,210.00,170.36
0.4150838851928711,init_open,91.93,243.11,24.35,290.74,102.30,168.40,28.39,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1890,3407,851,2572,1642,1249,850,230,1060,3042,2293,1999,1936,236.00,236.00,100.90,300.00,80.00,210.00,170.00,182.21,182.21,100.94,300.00,80.00,210.00,170.36
0.5502650737762451,init_open,90.18,245.57,11.78,283.36,102.30,168.40,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1890,3407,851,2672,1642,1249,851,230,1060,3042,2293,2000,1914,236.00,236.00,100.90,300.00,80.00,210.00,170.00,195.30,195.30,100.94,300.00,80.00,210.00,170.36
0.6852579116821289,init_open,84.99,244.95,8.70,264.02,102.22,168.40,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1890,3407,851,2756,1642,1249,851,230,1060,3042,2293,2000,1897,236.00,236.00,100.90,300.00,80.00,210.00,170.00,206.29,206.29,100.94,300.00,80.00,210.00,170.36
0.8199856281280518,init_open,85.43,245.65,1.41,262.97,102.30,168.40,28.21,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2863,2247,1890,3407,851,2841,1642,1249,851,230,1060,3042,2293,2000,1876,236.00,236.00,100.90,300.00,80.00,210.00,170.00,217.42,217.42,100.94,300.00,80.00,210.00,170.36
0.9552505016326904,init_open,85.17,245.57,0.97,261.04,102.48,168.49,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3408,851,2925,1642,1249,851,230,1060,3042,2290,2000,1857,236.00,236.00,100.90,300.00,80.00,210.00,170.00,228.41,228.41,100.94,300.00,80.00,210.00,170.14
1.0902507305145264,init_open,85.17,245.48,0.88,260.68,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3408,851,3006,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,239.01,239.01,100.94,300.00,80.00,210.00,170.07
1.2252328395843506,init_open,85.34,245.57,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,851,3007,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,239.14,239.14,100.94,300.00,80.00,210.00,170.07
1.3598730564117432,init_open,85.25,245.48,0.88,260.68,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,851,3007,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,239.14,239.14,100.94,300.00,80.00,210.00,170.07
1.4952435493469238,init_open,85.34,245.57,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,851,3007,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,239.14,239.14,100.94,300.00,80.00,210.00,170.07
1.6302845478057861,init_open,85.25,245.48,0.79,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,851,2994,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,237.44,237.44,100.94,300.00,80.00,210.00,170.07
1.7652947902679443,init_open,85.25,245.57,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3408,851,2994,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,237.44,237.44,100.94,300.00,80.00,210.00,170.07
1.9003455638885498,init_open,85.34,245.48,0.79,260.68,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3408,850,2994,1642,1249,854,230,1060,3042,2289,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,237.44,237.44,100.94,300.00,80.00,210.00,170.07
2.0352680683135986,init_open,85.25,245.57,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3408,850,2994,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,237.44,237.44,100.94,300.00,80.00,210.00,170.00
2.170261859893799,init_open,85.17,245.48,0.79,260.68,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3407,850,2994,1642,1249,854,230,1060,3042,2288,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,237.44,237.44,100.94,300.00,80.00,210.00,170.00
2.3053810596466064,init_open,85.25,245.48,0.79,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,80.00,210.00,170.00
2.440377950668335,init_open,85.25,245.48,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3407,850,2982,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,235.87,235.87,100.94,300.00,80.00,210.00,170.00
2.5752367973327637,init_open,85.25,245.48,0.70,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2982,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,235.87,235.87,100.94,300.00,80.00,210.00,170.00
2.7099356651306152,init_open,85.17,245.48,0.88,260.77,102.74,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2982,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,235.87,235.87,100.94,300.00,80.00,210.00,170.00
2.845317840576172,init_open,85.17,245.48,0.88,260.77,102.83,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2865,2247,1891,3407,850,2982,1642,1249,854,230,1060,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,235.87,235.87,100.94,300.00,80.00,210.00,170.00
2.9802584648132324,init_open,85.17,245.48,0.79,260.77,102.83,168.57,28.30,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2982,1642,1249,854,230,1060,3042,2288,2000,1851,236.00,236.00,100.90,300.00,80.00,210.00,170.00,235.87,235.87,100.94,300.00,80.00,210.00,170.00
3.1150078773498535,random_1_S4,85.17,245.57,0.79,260.60,103.80,168.75,28.12,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2865,2247,1890,3408,849,2982,1642,1249,854,230,1060,2900,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,235.87,235.87,100.94,300.00,80.00,195.69,170.00
3.250089406967163,random_1_S4,85.52,245.39,359.56,255.94,121.20,169.72,27.16,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2864,2247,1889,3407,849,2983,1642,1249,854,230,1060,2745,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,180.07,170.00
3.3852596282958984,random_1_S4,79.54,245.13,358.07,254.36,138.60,170.51,26.72,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2864,2247,1890,3407,849,2983,1642,1249,854,230,1060,2632,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,168.69,170.00
3.5201973915100098,random_1_S4,83.14,245.04,358.95,250.05,154.86,171.04,26.37,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2865,2247,1890,3407,849,2983,1642,1249,854,230,1060,2474,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,152.76,170.00
3.655247688293457,random_1_S4,86.84,245.04,359.30,248.38,170.95,171.83,26.37,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2865,2247,1890,3407,849,2983,1642,1249,854,230,1060,2360,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,141.28,170.00
3.790252685546875,random_1_S4,86.57,245.04,359.38,248.82,188.35,171.91,26.37,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2865,2247,1890,3407,848,2983,1642,1249,854,230,1060,2272,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,132.41,170.00
3.925259828567505,random_1_S4,86.84,244.95,359.56,248.20,195.64,172.35,26.54,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2864,2247,1891,3407,849,2983,1642,1249,854,230,1060,2285,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,133.72,170.00
4.060236215591431,random_1_S4,86.92,245.04,359.56,248.55,195.64,172.35,26.46,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2864,2247,1891,3407,849,2983,1642,1249,854,230,1060,2285,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,133.72,170.00
4.195215702056885,random_1_S4,86.84,245.04,359.47,248.64,195.64,172.44,26.54,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,2291,2288,2000,1850,3560,2864,2247,1891,3407,849,2983,1642,1249,854,230,1060,2285,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,134.32,170.00,236.00,236.00,100.94,300.00,80.00,133.72,170.00
