t_rel,phase,deg_0,deg_1,deg_2,deg_3,deg_4,deg_5,deg_6,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,act_0,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,act_9,act_10,act_11,act_12,act_13,act_14,act_15,expected_ang_cmd_7,expected_ang_cmd_7,expected_ang_cmd_8,expected_ang_cmd_9,expected_ang_cmd_12,expected_ang_cmd_13,expected_ang_cmd_14,expected_ang_act_7,expected_ang_act_7,expected_ang_act_8,expected_ang_act_9,expected_ang_act_12,expected_ang_act_13,expected_ang_act_14
0.12930750846862793,init_open,84.90,232.82,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3409,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.26167917251586914,init_open,84.90,232.73,14.50,173.32,99.76,172.53,38.14,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3409,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.39665937423706055,init_open,84.90,232.73,14.50,173.32,99.76,172.53,38.14,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3409,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.5315830707550049,init_open,84.90,232.73,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.6666862964630127,init_open,84.81,232.82,14.41,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.8016865253448486,init_open,84.90,232.73,14.41,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
0.9366817474365234,init_open,84.90,232.82,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.071700096130371,init_open,84.81,232.73,14.41,173.23,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3408,850,2984,1642,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.206676721572876,init_open,84.81,232.82,14.59,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.3417773246765137,init_open,84.81,232.82,14.50,173.32,99.76,172.53,38.14,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.4766700267791748,init_open,84.90,232.73,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.6116306781768799,init_open,84.81,232.82,14.50,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3408,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.7470502853393555,init_open,84.81,232.82,14.50,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
1.8817741870880127,init_open,84.73,232.73,14.59,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.016711473464966,init_open,84.81,232.82,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.1516733169555664,init_open,84.81,232.82,14.59,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.2869632244110107,init_open,84.81,232.73,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.4217143058776855,init_open,84.90,232.82,14.50,173.32,99.76,172.53,38.14,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.5568251609802246,init_open,84.81,232.73,14.50,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.6937484741210938,init_open,84.90,232.82,14.41,173.32,99.67,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.826965570449829,init_open,84.81,232.82,14.59,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1641,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1642,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,100.90,300.00,80.00,210.00,170.00,236.13,236.13,100.94,300.00,79.86,210.00,170.00
2.961632490158081,random_Index_Abduction_1_S0,84.81,232.82,14.59,173.32,99.76,172.53,38.14,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1890,3407,850,2984,1640,1248,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,100.86,299.70,79.86,210.00,170.00
3.0970301628112793,random_Index_Abduction_1_S0,84.81,232.82,14.41,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3559,2864,2247,1890,3406,850,2984,1614,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,99.80,300.00,79.86,210.00,170.00
3.231656312942505,random_Index_Abduction_1_S0,84.81,232.73,14.50,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3406,850,2984,1593,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,98.95,300.00,79.86,210.00,170.00
3.366678476333618,random_Index_Abduction_1_S0,84.73,232.82,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3406,850,2984,1568,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,97.93,300.00,79.86,210.00,170.00
3.501948595046997,random_Index_Abduction_1_S0,84.46,232.82,14.50,173.32,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3406,850,2984,1549,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,97.16,300.00,79.86,210.00,170.00
3.6369450092315674,random_Index_Abduction_1_S0,84.37,232.82,14.50,173.32,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
3.771759271621704,random_Index_Abduction_1_S0,84.46,232.73,14.59,173.14,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
3.906644582748413,random_Index_Abduction_1_S0,84.37,232.73,14.59,173.14,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.041654348373413,random_Index_Abduction_1_S0,84.46,232.82,14.50,173.14,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.176744699478149,random_Index_Abduction_1_S0,84.37,232.73,14.59,173.23,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3406,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.313694477081299,random_Index_Abduction_1_S0,84.37,232.82,14.50,173.14,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.446832656860352,random_Index_Abduction_1_S0,84.46,232.82,14.50,173.14,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,853,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.5816309452056885,random_Index_Abduction_1_S0,84.37,232.82,14.59,173.14,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.716647386550903,random_Index_Abduction_1_S0,84.46,232.73,14.59,173.14,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.851703405380249,random_Index_Abduction_1_S0,84.46,232.82,14.41,173.14,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
4.987109184265137,random_Index_Abduction_1_S0,84.46,232.82,14.50,173.14,99.76,172.44,38.06,3559,2864,2247,1891,3407,849,2983,1527,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,96.26,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
5.121722936630249,random_Index_Abduction_2_S0,84.46,232.73,14.50,173.14,99.76,172.53,38.06,3559,2864,2247,1891,3407,849,2983,1435,1249,853,230,1060,3042,2288,2000,1850,3560,2864,2247,1891,3407,850,2984,1529,1249,854,230,1058,3042,2288,2000,1850,236.00,236.00,92.52,300.00,80.00,210.00,170.00,236.13,236.13,96.35,300.00,79.86,210.00,170.00
